Status,Year,Month,Day,Name,AltName1,AltName2,AltName3,VictimsRace,VictimsSex,VictimsAge,LynchCounty,LynchState,FIPSLynch,MobCounty,MobState,FIPSMob,CompositionofMob,MethodofDeath,Accusation,Source,ProblemFlag,lynchdate,placehold,vicnum,strvicnum,uniqueid
Lynching,1892,5,30,� McArthur #2 of 3,,,,White,Male,,Perry,AR,5105,Perry,AR,5105,,Unreported,Advising murder of white jailer,"New Orleans (LA) Daily Picayune 6/1/1892, p. 9
Canton (OH) Repository 6/1/1892, p. 2 (GenealogyBank.com)
Lincoln (NE) Evening News 6/1/1892, p. 2 (Ancestry.com)
Bismark (ND) Tribune 6/2/1892, p. 2 (GenealogyBank.com)",,18920530,AR18920530,2,02,AR1892053002
Lynching,1892,5,30,� McArthur #1 of 3,,,,White,Male,,Perry,AR,5105,Perry,AR,5105,,Unreported,Advising murder of white jailer,"New Orleans (LA) Daily Picayune 6/1/1892, p. 9
Canton (OH) Repository 6/1/1892, p. 2 (GenealogyBank.com)
Lincoln (NE) Evening News 6/1/1892, p. 2 (Ancestry.com)
Bismark (ND) Tribune 6/2/1892, p. 2 (GenealogyBank.com)",,18920530,AR18920530,3,03,AR1892053003
Lynching,1892,6,29,Robert Donnelly,Robert Donley,,,Black,Male,,Lee,AR,5077,Lee,AR,5077,Black,Hanged,Outraged a 12 year-old black girl,"Decatur (IL) Daily Republican 7/1/1892, p. 1 (Ancestry.com)
Sandusky (OH) Daily Register 7/1/1892, p. 1 (Ancestry.com)
Wichita (KS) Daily Eagle 7/1/1892, p. 2 (ChroniclingAmerica.loc.gov)
St. Louis (MO) Republic 7/1/1892, p. 1 (GenealogyBank.com)
Jacksonville (FL) Weekly Florida Times-Union 7/7/1892, p. 3",,18920629,AR18920629,1,01,AR1892062901
Lynching,1892,7,14,Julien Mosely,Julian Moseley,Julian Moreley,,Black,Male,,Desha,AR,5041,Desha,AR,5041,Black,Hanged,Rape of his 17 year-old stepdaughter,"Dallas (TX) Morning News 7/19/1892, p. 2 (GenealogyBank.com)
Jacksonville (FL) Weekly Florida Times-Union 7/21/1892, p. 3
Griffin (GA) Weekly News and Sun, 7/22/1892, p. 5
Waynesboro (GA) True Citizen 7/23/1892, p. 1 ",,18920714,AR18920714,1,01,AR1892071401
Lynching,1892,7,30,Eugene Baker,,,,Black,Male,,Drew,AR,5043,Ashley,AR,5003,White with 1 black,Shot,Shot man white man in self-defense,"New Orleans (LA) Daily Picayune 7/31/1892, p. 6
Muskegon (MI) Chronicle 8/1/1892, p. 6 (GenealogyBank.com)",,18920730,AR18920730,1,01,AR1892073001
Lynching,1892,8,4,Allen Carter,,,,Black,Male,,Cross,AR,5037,Cross,AR,5037,Black,Unreported,Criminal assault on his 14 year-old daughter,"Charlotte (NC) Observer 8/6/1892, p. 4 (GenealogyBank.com)
Omaha (NE) World Herald 8/6/1892, p. 3 (GenealogyBank.com)
Washington (DC) Evening Star 8/6/1892, p. 15 (GenealogyBank.com)
Maysville (KY) Daily Public Ledger 8/6/1892, p. 3 (ChroniclingAmerica.loc.gov)",,18920804,AR18920804,1,01,AR1892080401
Lynching,1892,8,8,Robert Jordan,Robert Jordon,Rogert Jordan,Bob Jordan,Black,Male,,Ouachita,AR,5103,Ouachita,AR,5103,Masked,Shot,Insulted white women,"New Orleans (LA) Times-Democrat 8/10/1892, p. 2
Sandusky (OH) Daily Register 8/11/1892, p. 1 (Ancestry.com)
Athens (GA) Weekly Banner 8/16/1892,p. 5 (Athens Historic Newspapers)",,18920808,AR18920808,1,01,AR1892080801
Lynching,1892,8,22,� Bowles,Bowles,,,Black,Male,,Clark,AR,5019,Clark,AR,5019,,Hanged and riddled with bullets,Criminal assault on a 16 year-old white girl,"New Orleans (LA) Times-Democrat 8/23/1892, p. 2
Salem (OH) Daily News 8/23/1892, p. 1 (Ancestry.com)
Miami (OH) Leader 8/26/1892, p. 2 (NewspaperArchive.com)
Athens (GA) Weekly Banner 8/30/1892, p. 6 (Athens Historic Newspapers)",,18920822,AR18920822,1,01,AR1892082201
Probable lynching,1892,9,17,Jim Harrison,Harrison,Jim Harris,,Black,Male,,Calhoun,AR,5013,Calhoun,AR,5013,,Hanged,Leading a negro uprising and threatening to kill whites,"Little Rock Arkansas Gazette 9/21/1892, p. 1 (GenealogyBank.com)
New York (NY) Herald 9/21/1892, p. 5 (GenealogyBank.com)
Macon (GA) Telegraph 9/21/1892, p. 1 (GenealogyBank.com)
Topeka (KS) Weekly Capital 9/22/1892, p. 1 (GenealogyBank.com)",,18920917,AR18920917,1,01,AR1892091701
Lynching,1892,12,9,� Lightfoot,Lightfoot,,,Black,Male,,Jackson,AR,5067,Jackson,AR,5067,Black,Shot,Fraud,"Macon (GA) Telegraph 12/11/1892, p. 1
Coshocton (OH) Democratic Standard 12/23/1892, p. 3 (Ancestry.com)",,18921209,AR18921209,1,01,AR1892120901
Lynching,1893,1,10,Paul Stubbs,Paul Scroggs,Paul Scruggs,,Black,Male,,Woodruff,AR,5147,Woodruff,AR,5147,,Hanged and riddled with bullets,"Murder, robbery, and arson of a white household","Little Rock Arkansas Gazette 1/11/1893, p. 2
Louisville (KY) Courier-Journal 1/12/1893, p. 2
Newark (OH) Daily Advocate 1/12/1893, p. 1 (Ancestry.com)
Athens (GA) Weekly Banner 1/17/1893,p. 7 (Athens  Historic Newspaper)
",,18930110,AR18930110,1,01,AR1893011001
Lynching,1893,1,10,Henry Allen,Henry Aller,,,Black,Male,,Woodruff,AR,5147,Woodruff,AR,5147,,Hanged and riddled with bullets,"Murder, robbery, and arson of a white household","Little Rock Arkansas Gazette 1/11/1893, p. 2
Louisville (KY) Courier-Journal 1/12/1893, p. 2
Newark (OH) Daily Advocate 1/12/1893, p. 1 (Ancestry.com)
Athens (GA) Weekly Banner 1/17/1893,p. 7 (Athens  Historic Newspaper)
",,18930110,AR18930110,2,02,AR1893011002
Lynching,1893,4,2,George Black,,,,White-Spaniard,Male,,Craighead,AR,5031,Craighead,AR,5031,Masked whitecaps,Shot,Unreported,"Worcester (MA) Daily Spy 4/4/1893, p. 1 (GenealogyBank.com)
Columbia (SC) State 4/5/1893, p. 5 (GenealogyBank.com)
Decatur (IL) Daily Review 4/5/1893, p. 6 (Ancestry.com)
Huntsville (AL) Gazette 4/8/1893, p. 1 (GenealogyBank.com)",,18930402,AR18930402,1,01,AR1893040201
Lynching,1893,4,18,Flannegan Thornton,Flannagan Thornton,Flammegan Thornton, Flanagan Thornton,Black,Male,,Conway,AR,5029,Conway,AR,5029,Masked,Hanged and riddled with bullets,"Murder of a white man, a constable","Newark (OH) Daily Advocate 4/6/1893, p. 1 (Ancestry.com)
Atlanta (GA) Constitution 4/20/1893, p. 2 (Ancestry.com)
Decatur (IL) Daily Republican 4/20/1893, p. 1 (Ancestry.com)
Memphis (TN) Appeal-Avalanche 4/20/1893, p. 1
Newark (OH) Daily Advocate 4/20/1893, p. 1 (Ancestry.com)",,18930418,AR18930418,1,01,AR1893041801
Lynching,1893,5,8,James Stewart,John Stewart,,,Black,Male,,Ouachita,AR,5103,Ouachita,AR,5103,,Unreported,Murder and robbery of a prominent young white businessman,"Atlanta (GA) Constitution 5/10/1893, p. 1 (Ancestry.com)
Charleston (SC) News and Courier 5/10/1893, p. 1
Salem (OH) Daily News 5/10/1893, p. 1 (Ancestry.com)
New Philadelphia (OH) Ohio Democrat 5/18/1893, p. 6 (Ancestry.com)",,18930508,AR18930508,1,01,AR1893050801
Lynching,1893,5,8,Abe Crane,A.B. Cram,A.B. Crain,,Black,Male,,Ouachita,AR,5103,Ouachita,AR,5103,,Unreported,Murder and robbery of a prominent young white businessman,"Atlanta (GA) Constitution 5/10/1893, p. 1 (Ancestry.com)
Charleston (SC) News and Courier 5/10/1893, p. 1
Salem (OH) Daily News 5/10/1893, p. 1 (Ancestry.com)
New Philadelphia (OH) Ohio Democrat 5/18/1893, p. 6 (Ancestry.com)",,18930508,AR18930508,2,02,AR1893050802
Lynching,1893,5,8,Dick Jansen,�Doc� Henderson,Dick Benson,Dick Bunson,Black,Male,,Ouachita,AR,5103,Ouachita,AR,5103,,Unreported,Murder and robbery of a prominent young white businessman,"Atlanta (GA) Constitution 5/10/1893, p. 1 (Ancestry.com)
Charleston (SC) News and Courier 5/10/1893, p. 1
Salem (OH) Daily News 5/10/1893, p. 1 (Ancestry.com)
New Philadelphia (OH) Ohio Democrat 5/18/1893, p. 6 (Ancestry.com)",,18930508,AR18930508,3,03,AR1893050803
Lynching,1893,5,30,John Wallace,,,,Black,Male,,Jefferson,AR,5069,Jefferson,AR,5069,Black,Unreported,Criminal assault on a 9 year-old black girl,"Little Rock Arkansas Gazette 6/1/1893, p. 3
Rockford (IL) Morning Star 6/1/1893, p. 2 (GenealogyBank.com)
Iowa City (IO) Daily Citizen 6/1/1893, p. 1 (Ancestry.com)
Grand Forks (ND) Herald 6/2/1893, p. 5 (GenealogyBank.com)",,18930530,AR18930530,1,01,AR1893053001
Lynching,1893,7,15,John Cotton,,,,Black,Male,17,Lincoln,AR,5079,Lincoln,AR,5079,,Hanged and Riddled with bullets,Attempted criminal assault on a married white woman,"Montgomery (AL) Advertiser 7/18/1893, p. 1
Frederick (MD) News 7/18/1893, p. 1 (Ancestry.com)
Dallas (TX) Morning News 7/18/1893, p. 5 (GenealogyBank.com)",,18930715,AR18930715,1,01,AR1893071501
Lynching,1893,11,7,Jasper Gordon,,,,White,Male,,Monroe,AR,5095,Jackson,AR,5067,Whitecaps,Hanged,Train robbery,"New York (NY) Sun 11/8/1893, p. 8 (ChroniclingAmerica.loc.gov)
Roanoke (VA) Times 11/8/1893, p. 1 (ChroniclingAmerica.loc.gov)
New Orleans (LA) Times-Picayune 11/10/1893, p. 7 (GenealogyBank.com)
Little Rock Arkansas Gazette 11/22/1893, p. 4 (GenealogyBank.com)",,18931107,AR18931107,1,01,AR1893110701
Lynching,1893,11,13,David Nelson,Dave T. Nelson,D. T. Nelson,� Nelson,Black,Male,,Lincoln,AR,5079,Lincoln,AR,5079,Masked black,Hanged and riddled with bullets,Murder of an old black man,"Atlanta (GA) Constitution 11/15/1893, p. 1 (Ancestry.com)
Marion (OH) Daily Star 11/15/1893, p. 1 (NewspaperArchive.com)
Little Rock Arkansas Gazette 11/15/1893, p. 1
Patriot 11/15/1893,p. 1 (GenealogyBank.com)
Athens (GA) Weekly Banner 11/21/1893,p. 4 (Athens Historic Newspapers)",,18931113,AR18931113,1,01,AR1893111301
Lynching,1893,12,2,Robert Greenwood,Bob Greenwood,Henry Green,,Black,Male,,Cross,AR,5037,Cross,AR,5037,Whitecaps,Unreported,A �heinous offense�,"Columbus (GA) Daily Enquirer-Sun 12/7/1893, p. 3 (GenealogyBank.com)
Dallas (TX) Morning News 12/7/1893, p. 1 (GenealogyBank.com)
Little Rock Arkansas Gazette 12/8/1893, p. 4",,18931202,AR18931202,1,01,AR1893120201
Lynching,1894,1,5,Alfred Davis,Alf Davis,Alfred David,,Black,Male,Old,Lonoke,AR,5085,Lonoke,AR,5085,,Hanged,Hog stealing,"New Philadelphia (OH) Ohio Democrat 1/11/1894, p. 1 (Ancestry.com)
Athens (GA) Weekly Banner 1/16/1894, p. 6 (Athens Historic Newspapers)",,18940105,AR18940105,1,01,AR1894010501
Lynching,1894,2,7,Robert Plunkett,Bob Plunkett,,,White,Male,,Van Buren,AR,5141,Van Buren,AR,5141,,Unreported,Murder and robbery of old people,"Little Rock Arkansas Gazette 2/10/1894, p. 2
Salt Lake City (UT) Herald 2/10/1894, p. 1 (ChroniclingAmerica.loc.gov)
Dallas (TX) Morning News 2/10/1894, p. 6 (GenealogyBank.com)
Hopkinsville (KY) Kentuckian 2/12/1894, p. 2 (ChroniclingAmerica.loc.gov)",,18940207,AR18940207,1,01,AR1894020701
Lynching,1894,2,7,Henry Bruce,,,,White,Male,,Van Buren,AR,5141,Van Buren,AR,5141,,Unreported,Murder and robbery of old people,"Little Rock Arkansas Gazette 2/10/1894, p. 2
Salt Lake City (UT) Herald 2/10/1894, p. 1 (ChroniclingAmerica.loc.gov)
Dallas (TX) Morning News 2/10/1894, p. 6 (GenealogyBank.com)
Hopkinsville (KY) Kentuckian 2/12/1894, p. 2 (ChroniclingAmerica.loc.gov)",,18940207,AR18940207,2,02,AR1894020702
Lynching,1894,2,7,Charles Plunkett,Chas. Plunkett,Charley Plunkett,,White,Male,,Van Buren,AR,5141,Van Buren,AR,5141,,Unreported,Murder and robbery of old people,"Little Rock Arkansas Gazette 2/10/1894, p. 2
Salt Lake City (UT) Herald 2/10/1894, p. 1 (ChroniclingAmerica.loc.gov)
Dallas (TX) Morning News 2/10/1894, p. 6 (GenealogyBank.com)
Hopkinsville (KY) Kentuckian 2/12/1894, p. 2 (ChroniclingAmerica.loc.gov)",,18940207,AR18940207,3,03,AR1894020703
Lynching,1894,2,27,Bud Montgomery,B. Montgomery,Jasper Newton,,White,Male,,Baxter,AR,5005,"Baxter, Fulton, Ozark",AR,5005,,Riddled with bullets,Murder and robbery of a white man and wounding his wife,"Charleston (SC) News and Courier 2/28/1894, p. 2
Newark (OH) Daily Advocate 2/28/1894, p. 1 (NewspaperArchive.com)
New Philadelphia (OH) Ohio Democrat 3/1/1894, p. 1 (Ancestry.com)
Huntsville (AL) Gazette 3/3/1894, p. 1",,18940227,AR18940227,1,01,AR1894022701
Lynching,1894,2,27,Anderson Carter,A. Carter,Bart Carter,,White,Male,,Baxter,AR,5005,"Baxter, Fulton, Ozark",,5005,,Riddled with bullets,Murder and robbery of a white man and wounding his wife,"Charleston (SC) News and Courier 2/28/1894, p. 2
Newark (OH) Daily Advocate 2/28/1894, p. 1 (NewspaperArchive.com)
New Philadelphia (OH) Ohio Democrat 3/1/1894, p. 1 (Ancestry.com)
Huntsville (AL) Gazette 3/3/1894, p. 1",,18940227,AR18940227,2,02,AR1894022702
Lynching,1894,3,10,Unnamed Negro,,,,Black-mulatto,Female,Young,Pulaski,AR,5119,Pulaski,AR,5119,,Hanged,Unreported,"Decatur (IL) Daily Republican 3/12/1894, p. 8 (Ancestry.com)
Columbia (SC) State 3/12/1894, p. 5 (GenealogyBank.com)
Omaha (NE) World Herald 3/12/1894, p. 3 (GenealogyBank.com)
New York (NY) Sun 3/12/1894, p. 1 (ChroniclingAmerica.loc.gov)
Oxford Junction (IO) Mirror 3/15/1894, p. 2 (NewspaperArchive.com)",,18940310,AR18940310,1,01,AR1894031001
Lynching,1894,5,20,William Brooks,,,,Black,Male,,St. Francis,AR,5123,St. Francis,AR,5123,Masked,Shot,"Asked to wed daughter of a white farmer, his employer","Jersey City (NJ) Journal 5/22/1894,p. 1 (GenealogyBank.com)
Newark (OH) Daily Advocate 5/23/1894, p. 1 (Ancestry.com)
Canton (OH) Repository 5/23/1894, p. 5 (GenealogyBank.com)",,18940520,AR18940520,1,01,AR1894052001
Probable lynching,1894,5,21,J. H. Webster,� Webber,,,White,Male,,St. Francis,AR,5123,St. Francis,AR,5123,Whitecaps,Shot,Arresting whitecappers,"Little Rock Arkansas Gazette 5/23/1894, p. 1
Fort Worth (TX) Gazette 5/23/1894, p. 3 (ChroniclingAmerica.loc.gov)
Stanford (KY) Semi-Weekly Interior Journal 5/25/1894, p. 2 (ChroniclingAmerica.loc.gov)",,18940521,AR18940521,1,01,AR1894052101
Lynching,1894,6,22,Henry Capus,Henry Cabus,Harry Cahns,,Black,Male,20,Columbia,AR,5027,Columbia,AR,5027,,Hanged and riddled with bullets,Criminal assault on a young white woman,"Decatur (IL) Daily Republican 6/22/1894, p. 6 (Ancestry.com)
Louisville (KY) Courier-Journal 6/23/1894, p. 1
Atlanta (GA) Constitution 6/23/1894, p. 1 (Ancestry.com)
Frederick (MD) News 6/23/1894, p. 1 (Ancestry.com)
Athens (GA) Weekly Banner 6/30/1894, p. 3 (Athens Historic Newspapers)
",,18940622,AR18940622,1,01,AR1894062201
Lynching,1894,9,22,Richard Washington,Washington,,,Black,Male,,Desha,AR,5041,Desha,AR,5041,Black and white,Hanged and riddled with bullets,"Murder of a white man, a prominent merchant","Memphis (TN) Commercial Appeal 9/23/1894, p. 1
Cleveland (OH) Plain Dealer 9/23/1894, p. 6 (GenealogyBank.com)
Decatur (IL) Daily Republican 9/24/1894, p. 7 (Ancestry.com)",,18940922,AR18940922,1,01,AR1894092201
Lynching,1894,9,22,Henry Robinson,Henry Crobyson,Henry C. Robinson,,Black,Male,,Desha,AR,5041,Desha,AR,5041,Black and white,Hanged and riddled with bullets,"Murder of a white man, a prominent merchant","Memphis (TN) Commercial Appeal 9/23/1894, p. 1
Cleveland (OH) Plain Dealer 9/23/1894, p. 6 (GenealogyBank.com)
Decatur (IL) Daily Republican 9/24/1894, p. 7 (Ancestry.com)",,18940922,AR18940922,2,02,AR1894092202
Lynching,1894,9,22,Luke Washington,,,,Black,Male,,Desha,AR,5041,Desha,AR,5041,Black and white,Hanged and riddled with bullets,"Murder of a white man, a prominent merchant","Memphis (TN) Commercial Appeal 9/23/1894, p. 1
Cleveland (OH) Plain Dealer 9/23/1894, p. 6 (GenealogyBank.com)
Decatur (IL) Daily Republican 9/24/1894, p. 7 (Ancestry.com)",,18940922,AR18940922,3,03,AR1894092203
Lynching,1894,12,11,Unnamed Negro,,,,Black,Male,,Hempstead,AR,5057,Howard,AR,5061,,Unreported,Outraged a little white child,"Memphis (TN) Commercial Appeal 12/13/1894, p. 2
New Orleans (LA) Item 12/13/1894, p. 6 (GenealogyBank.com)
Savannah (GA) Morning News 12/14/1894, p. 1",,18941211,AR18941211,1,01,AR1894121101
Lynching,1895,6,20,Frank King,,,,Black,Male,,Ashley,AR,5003,Ashley,AR,5003,Black,Hanged-strangulation,"Shot a church deacon, black, and being �on intimate terms� with the deacon�s wife","Little Rock Arkansas Gazette 6/21/1895, p. 6
Denver (CO) Rocky Mountain News 6/21/1895, p. 2 (GenealogyBank.com)
Cleveland (OH) Plain Dealer 6/21/1895, p. 7 (GenealogyBank.com)
New York (NY) Herald 6/22/1895, p. 9 (GenealogyBank.com)",,18950620,AR18950620,1,01,AR1895062001
Lynching,1895,7,14,Jim Ware,,,,Black,Male,,Calhoun,AR,5013,Calhoun,AR,5013,,Hanged,Murder of a white man,"New Orleans (LA) Times-Picayune 7/6/1895, p. 8 (GenealogyBank.com)
Atlanta (GA) Constitution 7/15/1895, p. 2 (Ancestry.com)
Memphis (TN) Commercial Appeal 7/15/1895, p. 1
Columbia (SC) State 7/15/1895, p. 1 (GenealogyBank.com)
Little Rock Arkansas Gazette 7/17/1895, p. 1 (GenealogyBank.com)
Birmingham (AL) Age-Herald 7/19/1895,p. 1 (GenealogyBank.com)
Knoxville (TN) Daily Journal and Tribune 7/19/1895, p. 1 (GenealogyBank.com)",,18950714,AR18950714,1,01,AR1895071401
Lynching,1895,7,14,Jack Ware,,,,Black,Male,,Calhoun,AR,5013,Calhoun,AR,5013,,Hanged,Murder of a white man,"New Orleans (LA) Times-Picayune 7/6/1895, p. 8 (GenealogyBank.com)
Atlanta (GA) Constitution 7/15/1895, p. 2 (Ancestry.com)
Memphis (TN) Commercial Appeal 7/15/1895, p. 1
Columbia (SC) State 7/15/1895, p. 1 (GenealogyBank.com)
Little Rock Arkansas Gazette 7/17/1895, p. 1 (GenealogyBank.com)
Birmingham (AL) Age-Herald 7/19/1895,p. 1 (GenealogyBank.com)
Knoxville (TN) Daily Journal and Tribune 7/19/1895, p. 1 (GenealogyBank.com))",,18950714,AR18950714,2,02,AR1895071402
Lynching,1895,8,22,James Jones,,,,Black,Male,,Drew,AR,5043,Drew,AR,5043,,Unreported,Murder of a white man and wounding of another,"New York (NY) Times 8/23/1895, p. 5 (Note: Ancestry.com gives this as the 8/23/1891 edition)
Memphis (TN) Commercial Appeal 8/23/1895, p. 1
Edwardsville (IL) Intelligencer 8/27/1895, p. 3 (Ancestry.com)",,18950822,AR18950822,1,01,AR1895082201
Lynching,1895,9,11,Will Caldwell,William Caldwell,,,Black,Male,18-19,Mississippi,AR,5093,Mississippi,AR,5093,,Hanged and riddled with bullets,Murder and robbery of a married white woman,"Little Rock Arkansas Gazette 9/12/1895, p. 1
Memphis (TN) Commercial Appeal 9/12/1895, p. 1
Elkhart (IN) Daily Review 9/13/1895, p. 1 (GenealogyBank.com)
St. Louis (MO) Republic 9/13/1895, p. 1 (GenealogyBank.com)",,18950911,AR18950911,1,01,AR1895091101
Lynching,1895,9,12,John Thomas,,,,Black,Male,50,Mississippi,AR,5093,Mississippi,AR,5093,,Hanged and shot,Murder and robbery of a married white woman,"Little Rock Arkansas Gazette 9/12/1895, p. 1
Memphis (TN) Commercial Appeal 9/12/1895, p. 1
Elkhart (IN) Daily Review 9/13/1895, p. 1 (GenealogyBank.com)
St. Louis (MO) Republic 9/13/1895, p. 1 (GenealogyBank.com)",,18950912,AR18950912,1,01,AR1895091201
Lynching,1895,11,3,Albert England,,,,White,Male,,Faulkner,AR,5045,Faulkner,AR,5045,Thieves,Riddled with bullets,"Burglary, larceny, and to keep from informing on a band of thieves","St. Louis (MO) Republic 11/4/1895, p. 2 (GenealogyBank.com)
New Orleans (LA) Times-Democrat 11/5/1895, p. 1
Frederick (MD) News 11/5/1895, p. 1 (Ancestry.com)
Little Rock Arkansas Gazette 11/5/1895, p. 1 (GenealogyBank.com)",,18951103,AR18951103,1,01,AR1895110301
Lynching,1895,12,21,Barney Brown,Barnett Brown,,,Black,Male,,Pulaski,AR,5119,Pulaski,AR,5119,Black,Drown,Living with another man�s wife,"Duluth (MN) News-Tribune 12/22/1895,p. 1 (GenealogyBank.com)
Frederick (MD) News 12/23/1895, p. 1 (Ancestry.com)
Leavenworth (KS) Herald 12/28/1895, p. 1 (GenealogyBank.com)",,18951221,AR18951221,1,01,AR1895122101
Probable lynching - suicide,1896,1,30,T. P. Williams,,,,White,Male,,Lee,AR,5077,Lee,AR,5077,,Taking morphine,Murdering an old black man,"Fort Worth (TX) Gazette 2/1/1896, p. 6 (ChroniclingAmerica.loc.gov)
St. Louis Republic (MO) 2/2/1896, p. 14, Section Two (GenealogyBank.com)
Lexington (KY) Morning Herald 2/2/1896, p. 3 (GenealogyBank.com)
Maysville (KY) Bulletin 2/3/1896, p. 4 (ChroniclingAmerica.loc.gov)",,18960130,AR18960130,1,01,AR1896013001
Lynching,1896,4,18,Jefferson Gardner,Jeff Gardner,Jake Gardner,,Black,Male,21,Bradley,AR,5011,Bradley,AR,5011,,Hanged,Kidnap and criminal assault on an unmarried white woman,"Omaha (NE) World Herald 4/20/1896, p. 1 (GenealogyBank.com)
Charleston (SC) News and Courier 4/21/1896, p. 1
Columbia (SC) State 4/21/1896, p. 1 (GenealogyBank.com)
Boise (ID) Idaho Statesman 4/24/1896, p. 3 (GenealogyBank.com)",,18960418,AR18960418,1,01,AR1896041801
Lynching,1896,7,30,Godfrey Gould,Gidfrey Gould,Gidfrey Could,,Black,Male,,Monroe,AR,5095,Monroe,AR,5095,,Hanged,Assault on a white woman,"Little Rock Arkansas Gazette 8/1/1896, p. 1
New Orleans (LA) Times-Democrat 8/1/1896, p. 7
Memphis (TN) Commercial Appeal 8/1/1896, p. 8
Cincinnati (OH) Post 8/1/1896, p. 2 (GenealogyBank.com)
Biloxi (MS) Herald Weekly 8/8/1896, p. 2 (GenealogyBank.com)",,18960730,AR18960730,1,01,AR1896073001
Possible lynching,1896,7,30,Unnamed Negro,,,,Black,Male,,Monroe,AR,5095,Monroe,AR,5095,,Unreported,Crriminal assault and murder of a 10 year-old white girl,"Memphis (TN) Commercial Appeal 8/1/1896, p. 8
Cincinnati (OH) Post 8/1/1896, p. 2 (GenealogyBank.com)",,18960730,AR18960730,2,02,AR1896073002
Lynching,1897,5,13,Pressley Oates,Presley Oates,,,Black,Male,,Pope,AR,5115,Pope,AR,5115,,Hanged,Theft of meat from a white man�s smokehouse,"Dallas (TX) Morning News 5/15/1897, p. 1 (GenealogyBank.com)",,18970513,AR18970513,1,01,AR1897051301
Lynching,1897,7,24,� Crownover,,,,White,Male,,Yell,AR,5149,Saline,AR,5125,,Shot,Horse thief,"Memphis (TN) Commercial Appeal 7/27/1897, p. 8
Macon (GA) Telegraph 7/28/1897, p. 1 (Macon Historic Newspapers)
Denver (CO) Rocky Mountain News 7/28/1897, p. 10 (GenealogyBank.com)
Springfield (IL) Daily Illinois State Register 7/28/1897, p. 1 (GenealogyBank.com)",,18970724,AR18970724,1,01,AR1897072401
Lynching,1897,8,23,Bill Wiley Douglass,Bill Douglas,William Wyatt,Bill Wiley,Black,Male,,Cleveland,AR,5025,Cleveland,AR,5025,,Hanged,Killing one white man and wounding another,"Memphis (TN) Commercial Appeal 8/25/1897, p. 1
Macon (GA) Telegraph 8/25/1897, p. 1 (Macon Historic Newspapers)
Dallas (TX) Morning News 8/25/1897, p. 1 (GenealogyBank.com)
New Orleans (LA) Times-Picayune 8/25/1897, p. 4 (GenealogyBank.com)
Macon (GA) Telegraph 8/26/1897, p. 1 (Macon Historic Newspapers)
Little Rock Arkansas Gazette 8/29/1897, p. 1 (GenealogyBank.com)",,18970823,AR18970823,1,01,AR1897082301
Lynching,1897,9,16,D. T. Watson,D. L. Watson,,,Black,Male,,Lonoke,AR,5085,Lonoke,AR,5085,,Hanged,Race prejudice,"Little Rock Arkansas Gazette 9/17/1897, p. 8
New Haven (CT) Register 9/17/1897, p. 2 (GenealogyBank.com)
Dodge City (KS) Globe-Republican 9/23/1897, p. 6 (ChroniclingAmerica.loc.gov)
",,18970916,AR18970916,1,01,AR1897091601
Lynching,1897,10,13,Thomas Parker,Tom Parker,,,Black,Male,,Cleveland,AR,5025,Cleveland,AR,5025,,Unreported,"Participating in a �riot� and killing a white man, a whitecap","New Orleans (LA) Times-Democrat 10/15/1897, p. 1
New York (NY) Times 10/16/1897, p. 4 (Ancestry.com)
Macon (GA) Telegraph 10/16/1897, p. 1 (Macon Historic Newspapers)
Omaha (NE) World Herald 10/16/1897, p. 3, Part I (GenealogyBank.com)",,18971013,AR18971013,1,01,AR1897101301
Lynching,1897,11,14,Henry Phillips,"""Doc"" Jones",,,Black,Male,,Mississippi,AR,5093,Mississippi,AR,5093,�prominent citizens�,Hanged,Murder of a white merchant,"New York (NY) Times 11/15/1897, p. 1 (Ancestry.com)
Savannah (GA) Morning News 11/15/1897,p. 1
Macon (GA) Telegraph 11/15/1897, p. 5 (Macon Historic Newspapers)
Wellsboro (PA) Agitator 11/24/1897, p. 2 (Ancestry.com)",,18971114,AR18971114,1,01,AR1897111401
Lynching,1897,12,6,James Murray,� Murray,,,White,Male,,Sebastian,AR,5131,Sebastian,AR,5131,Coal miners,Hanged and riddled with bullets,Arrested a white coal miner,"Memphis (TN) Commercial Appeal 12/9/1897, p. 1
Macon (GA) Telegraph 12/9/1897,p. 2 (Macon Historic Newspapers)
Memphis (TN) Commercial Appeal 12/10/1897, p. 1
Macon (GA) Telegraph 12/10/1897, p. 1 (Macon Historic Newspapers)",,18971206,AR18971206,1,01,AR1897120601
Lynching,1897,12,30,Unnamed Negro,,,,Black,Male,Aged,Jefferson,AR,5069,Jefferson,AR,5069,,Hanged and shot,Theft of a hog,"Kansas City (MO) Journal 1/1/1898, p. 1 (ChroniclingAmerica.loc.gov)
Atlanta (GA) Constitution 1/2/1898, p. 3 (Ancestry.com)
New Orleans (LA) Times-Democrat 1/2/1898, p. 11
Washington (DC) Times 1/2/1898, p. 6 (ChroniclingAmerica.loc.gov)",,18971230,AR18971230,1,01,AR1897123001
